Wavelength,Intensity,Column,Row,Frame,ROI
N/A,4.87890625,0,0,1,1
N/A,6.0634765625,1,0,1,1
N/A,6.24365234375,2,0,1,1
N/A,6.82281494140625,3,0,1,1
N/A,5.286865234375,4,0,1,1
N/A,4.34515380859375,5,0,1,1
N/A,5.335693359375,6,0,1,1
N/A,1.7396240234375,7,0,1,1
N/A,4.89166259765625,8,0,1,1
N/A,5.191650390625,9,0,1,1
N/A,5.554443359375,10,0,1,1
N/A,4.88616943359375,11,0,1,1
N/A,5.26123046875,12,0,1,1
N/A,5.2371826171875,13,0,1,1
N/A,4.80029296875,14,0,1,1
N/A,5.01995849609375,15,0,1,1
N/A,4.57501220703125,16,0,1,1
N/A,4.80596923828125,17,0,1,1
N/A,6.066162109375,18,0,1,1
N/A,6.339599609375,19,0,1,1
N/A,6.7431640625,20,0,1,1
N/A,5.181640625,21,0,1,1
N/A,6.31646728515625,22,0,1,1
N/A,6.0794677734375,23,0,1,1
N/A,5.1943359375,24,0,1,1
N/A,6.47735595703125,25,0,1,1
N/A,7.585693359375,26,0,1,1
N/A,7.39361572265625,27,0,1,1
N/A,7.49700927734375,28,0,1,1
N/A,8.06805419921875,29,0,1,1
N/A,8.29913330078125,30,0,1,1
N/A,6.69683837890625,31,0,1,1
N/A,7.60198974609375,32,0,1,1
N/A,12.3033447265625,33,0,1,1
N/A,7.8258056640625,34,0,1,1
N/A,8.86181640625,35,0,1,1
N/A,8.99566650390625,36,0,1,1
N/A,8.5,37,0,1,1
N/A,10.48162841796875,38,0,1,1
N/A,11.57183837890625,39,0,1,1
N/A,12.59967041015625,40,0,1,1
N/A,12.61334228515625,41,0,1,1
N/A,15.00482177734375,42,0,1,1
N/A,16.08685302734375,43,0,1,1
N/A,17.69134521484375,44,0,1,1
N/A,20.73834228515625,45,0,1,1
N/A,23.93817138671875,46,0,1,1
N/A,25.093505859375,47,0,1,1
N/A,29.9320068359375,48,0,1,1
N/A,35.73480224609375,49,0,1,1
N/A,40.6661376953125,50,0,1,1
N/A,48.057861328125,51,0,1,1
N/A,59.788330078125,52,0,1,1
N/A,80.3909912109375,53,0,1,1
N/A,117.522705078125,54,0,1,1
N/A,172.12066650390625,55,0,1,1
N/A,233.10247802734375,56,0,1,1
N/A,291.8349609375,57,0,1,1
N/A,345.40704345703125,58,0,1,1
N/A,414.5458984375,59,0,1,1
N/A,498.9124755859375,60,0,1,1
N/A,640.37750244140625,61,0,1,1
N/A,872.53717041015625,62,0,1,1
N/A,1419.099365234375,63,0,1,1
N/A,6054.623046875,64,0,1,1
N/A,26886.75,65,0,1,1
N/A,34493.9453125,66,0,1,1
N/A,33833.66015625,67,0,1,1
N/A,16984.81640625,68,0,1,1
N/A,2675.951904296875,69,0,1,1
N/A,1162.4146728515625,70,0,1,1
N/A,756.17974853515625,71,0,1,1
N/A,521.81011962890625,72,0,1,1
N/A,396.043701171875,73,0,1,1
N/A,333.453857421875,74,0,1,1
N/A,285.9918212890625,75,0,1,1
N/A,236.012939453125,76,0,1,1
N/A,182.08251953125,77,0,1,1
N/A,126.650146484375,78,0,1,1
N/A,84.27716064453125,79,0,1,1
N/A,57.17144775390625,80,0,1,1
N/A,41.93768310546875,81,0,1,1
N/A,36.75537109375,82,0,1,1
N/A,30.668212890625,83,0,1,1
N/A,26.2764892578125,84,0,1,1
N/A,23.59234619140625,85,0,1,1
N/A,20.4256591796875,86,0,1,1
N/A,17.08245849609375,87,0,1,1
N/A,16.93865966796875,88,0,1,1
N/A,15.32965087890625,89,0,1,1
N/A,13.99249267578125,90,0,1,1
N/A,11.61767578125,91,0,1,1
N/A,11.69647216796875,92,0,1,1
N/A,10.76165771484375,93,0,1,1
N/A,10.2548828125,94,0,1,1
N/A,10.59552001953125,95,0,1,1
N/A,8.50201416015625,96,0,1,1
N/A,8.0318603515625,97,0,1,1
N/A,7.8052978515625,98,0,1,1
N/A,7.78082275390625,99,0,1,1
N/A,6.823974609375,100,0,1,1
N/A,6.798828125,101,0,1,1
N/A,8.47100830078125,102,0,1,1
N/A,6.5606689453125,103,0,1,1
N/A,6.71929931640625,104,0,1,1
N/A,7.75616455078125,105,0,1,1
N/A,6.55230712890625,106,0,1,1
N/A,7.0811767578125,107,0,1,1
N/A,6.21649169921875,108,0,1,1
N/A,5.3818359375,109,0,1,1
N/A,6.29266357421875,110,0,1,1
N/A,5.0784912109375,111,0,1,1
N/A,6.2613525390625,112,0,1,1
N/A,7.11566162109375,113,0,1,1
N/A,9.879150390625,114,0,1,1
N/A,13.3541259765625,115,0,1,1
N/A,14.02545166015625,116,0,1,1
N/A,14.8939208984375,117,0,1,1
N/A,13.0096435546875,118,0,1,1
N/A,10.48199462890625,119,0,1,1
N/A,7.29571533203125,120,0,1,1
N/A,7.086669921875,121,0,1,1
N/A,6.1234130859375,122,0,1,1
N/A,6.11468505859375,123,0,1,1
N/A,5.491455078125,124,0,1,1
N/A,5.39984130859375,125,0,1,1
N/A,4.85186767578125,126,0,1,1
N/A,4.7769775390625,127,0,1,1
