Wavelength,Intensity,Column,Row,Frame,ROI
502.81444662313982,4.07135009765625,0,0,1,1
502.87158292514818,4.003173828125,1,0,1,1
502.92871915085851,3.2581787109375,2,0,1,1
502.98585530021876,3.7425537109375,3,0,1,1
503.04299137317673,3.843505859375,4,0,1,1
503.10012736968,4.28985595703125,5,0,1,1
503.15726328967656,4.58203125,6,0,1,1
503.21439913311394,4.27984619140625,7,0,1,1
503.27153489994004,4.141357421875,8,0,1,1
503.32867059010266,4.281005859375,9,0,1,1
503.38580620354929,3.73114013671875,10,0,1,1
503.44294174022809,3.56500244140625,11,0,1,1
503.50007720008659,4.18548583984375,12,0,1,1
503.5572125830725,4.00067138671875,13,0,1,1
503.61434788913363,4.13519287109375,14,0,1,1
503.67148311821791,4.05615234375,15,0,1,1
503.72861827027282,4.11865234375,16,0,1,1
503.78575334524635,4.62652587890625,17,0,1,1
503.84288834308614,5.420166015625,18,0,1,1
503.90002326373991,4.40814208984375,19,0,1,1
503.95715810715552,3.98419189453125,20,0,1,1
504.01429287328079,3.59783935546875,21,0,1,1
504.07142756206326,4.09271240234375,22,0,1,1
504.12856217345086,4.58917236328125,23,0,1,1
504.18569670739123,6.5880126953125,24,0,1,1
504.24283116383225,5.02264404296875,25,0,1,1
504.29996554272174,4.45782470703125,26,0,1,1
504.35709984400717,4.5858154296875,27,0,1,1
504.41423406763658,4.1396484375,28,0,1,1
504.47136821355758,3.74896240234375,29,0,1,1
504.52850228171803,3.69061279296875,30,0,1,1
504.58563627206559,3.6376953125,31,0,1,1
504.64277018454806,3.9671630859375,32,0,1,1
504.69990401911332,3.79449462890625,33,0,1,1
504.75703777570891,3.6988525390625,34,0,1,1
504.81417145428276,4.5953369140625,35,0,1,1
504.87130505478257,4.55615234375,36,0,1,1
504.92843857715593,4.7900390625,37,0,1,1
504.98557202135089,4.78314208984375,38,0,1,1
505.04270538731504,5.00250244140625,39,0,1,1
505.09983867499631,4.7769775390625,40,0,1,1
505.15697188434211,4.2156982421875,41,0,1,1
505.2141050153005,4.60736083984375,42,0,1,1
505.27123806781918,4.64434814453125,43,0,1,1
505.328371041846,4.550537109375,44,0,1,1
505.38550393732839,4.767333984375,45,0,1,1
505.4426367542145,5.11419677734375,46,0,1,1
505.49976949245189,5.19219970703125,47,0,1,1
505.55690215198831,5.114013671875,48,0,1,1
505.61403473277159,5.5670166015625,49,0,1,1
505.67116723474936,5.474853515625,50,0,1,1
505.72829965786946,5.13232421875,51,0,1,1
505.78543200207969,4.48870849609375,52,0,1,1
505.84256426732782,4.51666259765625,53,0,1,1
505.8996964535616,4.37933349609375,54,0,1,1
505.95682856072864,4.31231689453125,55,0,1,1
506.01396058877685,4.45703125,56,0,1,1
506.071092537654,4.77252197265625,57,0,1,1
506.1282244073077,4.518798828125,58,0,1,1
506.185356197686,4.83544921875,59,0,1,1
506.24248790873628,4.52301025390625,60,0,1,1
506.29961954040658,4.505126953125,61,0,1,1
506.35675109264452,4.0975341796875,62,0,1,1
506.4138825653979,4.38751220703125,63,0,1,1
506.47101395861449,4.2080078125,64,0,1,1
506.52814527224211,4.24066162109375,65,0,1,1
506.58527650622835,4.4205322265625,66,0,1,1
506.64240766052114,3.7152099609375,67,0,1,1
506.69953873506813,3.0213623046875,68,0,1,1
506.75666972981713,3.69183349609375,69,0,1,1
506.81380064471585,4.559326171875,70,0,1,1
506.87093147971217,4.75152587890625,71,0,1,1
506.92806223475378,4.4639892578125,72,0,1,1
506.98519290978822,4.32965087890625,73,0,1,1
507.0423235047636,4.198486328125,74,0,1,1
507.09945401962761,4.3065185546875,75,0,1,1
507.15658445432774,4.2691650390625,76,0,1,1
507.213714808812,3.719482421875,77,0,1,1
507.27084508302818,4.1533203125,78,0,1,1
507.32797527692389,4.24481201171875,79,0,1,1
507.38510539044688,3.900634765625,80,0,1,1
507.442235423545,4.04998779296875,81,0,1,1
507.499365376166,4.09649658203125,82,0,1,1
507.55649524825765,4.5009765625,83,0,1,1
507.61362503976756,3.9453125,84,0,1,1
507.67075475064377,4.07830810546875,85,0,1,1
507.7278843808337,4.3262939453125,86,0,1,1
507.78501393028534,3.97283935546875,87,0,1,1
507.84214339894646,3.66082763671875,88,0,1,1
507.8992727867647,3.70703125,89,0,1,1
507.95640209368776,3.8365478515625,90,0,1,1
508.01353131966368,4.43365478515625,91,0,1,1
508.07066046463984,4.2276611328125,92,0,1,1
508.12778952856439,4.7987060546875,93,0,1,1
508.18491851138481,4.74151611328125,94,0,1,1
508.242047413049,4.98199462890625,95,0,1,1
508.29917623350457,5.423828125,96,0,1,1
508.35630497269949,5.28082275390625,97,0,1,1
508.41343363058132,5.50982666015625,98,0,1,1
508.47056220709794,5.48297119140625,99,0,1,1
508.52769070219705,5.08447265625,100,0,1,1
508.58481911582646,4.6409912109375,101,0,1,1
508.64194744793377,5.16650390625,102,0,1,1
508.69907569846708,5.57366943359375,103,0,1,1
508.75620386737376,4.676513671875,104,0,1,1
508.81333195460178,4.4730224609375,105,0,1,1
508.87045996009891,4.3443603515625,106,0,1,1
508.92758788381281,4.093994140625,107,0,1,1
508.98471572569133,5.032470703125,108,0,1,1
509.04184348568214,4.7486572265625,109,0,1,1
509.09897116373304,4.572021484375,110,0,1,1
509.1560987597918,5.0228271484375,111,0,1,1
509.21322627380624,4.7222900390625,112,0,1,1
509.270353705724,4.681884765625,113,0,1,1
509.32748105549285,5.00604248046875,114,0,1,1
509.3846083230606,4.38531494140625,115,0,1,1
509.4417355083749,4.33331298828125,116,0,1,1
509.49886261138374,5.22796630859375,117,0,1,1
509.55598963203471,5.0806884765625,118,0,1,1
509.61311657027562,5.24334716796875,119,0,1,1
509.67024342605407,4.8851318359375,120,0,1,1
509.7273701993181,4.70880126953125,121,0,1,1
509.78449689001525,4.17633056640625,122,0,1,1
509.84162349809338,4.2574462890625,123,0,1,1
509.89875002350027,4.31097412109375,124,0,1,1
509.95587646618355,4.6373291015625,125,0,1,1
510.01300282609111,5.32684326171875,126,0,1,1
510.07012910317053,4.83502197265625,127,0,1,1
510.1272552973698,5.0738525390625,128,0,1,1
510.18438140863663,5.14898681640625,129,0,1,1
510.2415074369186,5.2181396484375,130,0,1,1
510.29863338216364,4.7540283203125,131,0,1,1
510.35575924431947,4.32666015625,132,0,1,1
510.41288502333379,4.60235595703125,133,0,1,1
510.4700107191544,4.95849609375,134,0,1,1
510.52713633172914,4.34564208984375,135,0,1,1
510.58426186100564,4.5338134765625,136,0,1,1
510.64138730693173,4.41986083984375,137,0,1,1
510.69851266945506,5.16546630859375,138,0,1,1
510.75563794852354,5.30413818359375,139,0,1,1
510.81276314408484,5.11566162109375,140,0,1,1
510.86988825608677,4.76416015625,141,0,1,1
510.92701328447708,5.263671875,142,0,1,1
510.98413822920344,5.0023193359375,143,0,1,1
511.04126309021365,4.7271728515625,144,0,1,1
511.09838786745553,5.01446533203125,145,0,1,1
511.1555125608769,5.00885009765625,146,0,1,1
511.2126371704253,4.72216796875,147,0,1,1
511.2697616960487,4.733642578125,148,0,1,1
511.32688613769471,4.5438232421875,149,0,1,1
511.38401049531114,5.05029296875,150,0,1,1
511.4411347688457,4.81451416015625,151,0,1,1
511.49825895824642,5.01318359375,152,0,1,1
511.55538306346051,5.76568603515625,153,0,1,1
511.61250708443629,5.211181640625,154,0,1,1
511.66963102112129,4.98101806640625,155,0,1,1
511.72675487346322,4.5146484375,156,0,1,1
511.78387864140984,4.478515625,157,0,1,1
511.841002324909,5.20562744140625,158,0,1,1
511.89812592390842,5.947021484375,159,0,1,1
511.95524943835585,5.433837890625,160,0,1,1
512.012372868199,5.102294921875,161,0,1,1
512.06949621338572,5.20849609375,162,0,1,1
512.1266194738638,4.9461669921875,163,0,1,1
512.18374264958084,5.001708984375,164,0,1,1
512.24086574048465,5.36700439453125,165,0,1,1
512.29798874652306,5.6373291015625,166,0,1,1
512.35511166764377,6.04833984375,167,0,1,1
512.41223450379459,5.79052734375,168,0,1,1
512.46935725492324,6.446533203125,169,0,1,1
512.52647992097741,5.6600341796875,170,0,1,1
512.583602501905,5.7166748046875,171,0,1,1
512.64072499765371,5.40252685546875,172,0,1,1
512.69784740817136,5.4410400390625,173,0,1,1
512.75496973340557,5.55718994140625,174,0,1,1
512.81209197330418,5.52569580078125,175,0,1,1
512.86921412781487,4.780517578125,176,0,1,1
512.92633619688547,4.75616455078125,177,0,1,1
512.98345818046391,5.48699951171875,178,0,1,1
513.04058007849767,5.4931640625,179,0,1,1
513.09770189093456,5.245361328125,180,0,1,1
513.15482361772251,5.14801025390625,181,0,1,1
513.211945258809,5.27349853515625,182,0,1,1
513.269066814142,5.2578125,183,0,1,1
513.32618828366924,5.43646240234375,184,0,1,1
513.38330966733849,5.9041748046875,185,0,1,1
513.44043096509745,5.89166259765625,186,0,1,1
513.49755217689381,6.29248046875,187,0,1,1
513.55467330267561,5.99481201171875,188,0,1,1
