Wavelength,Intensity,Column,Row,Frame,ROI
517.812563598423,1.33935546875,0,0,1,1
517.84034252237257,1.47003173828125,1,0,1,1
517.86812139231552,1.560302734375,2,0,1,1
517.89590020822675,1.54437255859375,3,0,1,1
517.92367897008114,0.95733642578125,4,0,1,1
517.95145767785345,1.1025390625,5,0,1,1
517.97923633151834,1.21197509765625,6,0,1,1
518.007014931051,0.91748046875,7,0,1,1
518.0347934764261,1.6761474609375,8,0,1,1
518.0625719676184,1.7554931640625,9,0,1,1
518.09035040460287,1.54962158203125,10,0,1,1
518.11812878735429,1.64801025390625,11,0,1,1
518.14590711584754,1.72314453125,12,0,1,1
518.17368539005724,1.3699951171875,13,0,1,1
518.20146360995852,1.461669921875,14,0,1,1
518.229241775526,1.42333984375,15,0,1,1
518.25701988673461,1.56182861328125,16,0,1,1
518.28479794355917,1.19451904296875,17,0,1,1
518.31257594597446,1.5323486328125,18,0,1,1
518.34035389395558,0.89166259765625,19,0,1,1
518.36813178747707,1.418701171875,20,0,1,1
518.3959096265138,2.10186767578125,21,0,1,1
518.42368741104065,2.14599609375,22,0,1,1
518.45146514103249,1.856689453125,23,0,1,1
518.479242816464,-2.314697265625,24,0,1,1
518.5070204373103,0.41717529296875,25,0,1,1
518.534798003546,1.205810546875,26,0,1,1
518.56257551514614,1.17083740234375,27,0,1,1
518.59035297208516,1.26068115234375,28,0,1,1
518.61813037433831,1.780029296875,29,0,1,1
518.64590772188023,1.37603759765625,30,0,1,1
518.67368501468582,0.80865478515625,31,0,1,1
518.7014622527297,0.94781494140625,32,0,1,1
518.72923943598721,1.468017578125,33,0,1,1
518.75701656443255,1.253662109375,34,0,1,1
518.78479363804092,1.1153564453125,35,0,1,1
518.81257065678722,1.01654052734375,36,0,1,1
518.84034762064607,1.142333984375,37,0,1,1
518.86812452959248,1.58447265625,38,0,1,1
518.89590138360109,1.27532958984375,39,0,1,1
518.923678182647,0.7796630859375,40,0,1,1
518.95145492670474,1.4324951171875,41,0,1,1
518.97923161574931,1.34619140625,42,0,1,1
519.00700824975559,1.18231201171875,43,0,1,1
