#SPE version: 3.0
#Frame width: 600
#Frame height: 1
#Number of frames: 1
#Laser Wavelength (nm): 532
#Central Wavelength (nm): 532
#Date collected: 2017-02-21
#Time collected (hhmmss): 17:05:33
Wavelength	Frame 1	
529.64799860089465	19592.8
529.659494807099	19650.1
529.67099078911781	20067.8
529.68248654692752	19217.3
529.69398208050461	19851.9
529.70547738982566	19773.0
529.71697247486713	20154.8
529.7284673356055	20051.0
529.73996197201734	19498.8
529.75145638407912	19815.3
529.76295057176731	20477.8
529.77444453505848	19759.6
529.78593827392922	20357.9
529.79743178835577	20474.9
529.808925078315	21392.0
529.82041814378317	22377.2
529.83191098473685	21648.6
529.84340360115266	21640.6
529.85489599300706	20943.0
529.86638816027664	20539.3
529.87788010293764	20372.9
529.889371820967	20288.0
529.900863314341	20945.6
529.91235458303618	20133.8
529.9238456270291	19638.2
529.93533644629633	19546.5
529.94682704081436	19539.9
529.95831741055963	19592.4
529.96980755550885	20353.2
529.98129747563848	19497.1
529.99278717092511	19848.4
530.0042766413452	18999.3
530.01576588687533	19516.2
530.027254907492	19906.2
530.03874370317169	19960.8
530.0502322738912	20265.2
530.06172061962684	20140.2
530.0732087403552	19687.8
530.08469663605285	20915.6
530.09618430669639	22252.8
530.10767175226226	23417.6
530.11915897272718	24636.9
530.13064596806748	26288.4
530.14213273825987	26542.2
530.15361928328093	25480.0
530.16510560310712	24730.5
530.17659169771514	25071.1
530.18807756708134	24154.2
530.19956321118241	23850.2
530.21104862999493	24079.8
530.2225338234955	23402.1
530.23401879166045	22122.4
530.24550353446659	21983.3
530.25698805189052	20923.6
530.26847234390857	21364.8
530.27995641049745	20808.4
530.29144025163373	19910.7
530.302923867294	20527.3
530.31440725745483	21577.0
530.32589042209281	21876.4
530.33737336118452	22642.2
530.34885607470642	23696.8
530.36033856263521	23419.1
530.37182082494746	23152.8
530.38330286161977	23091.7
530.39478467262859	21662.2
530.40626625795062	20812.3
530.41774761756244	20044.2
530.42922875144075	20552.8
530.440709659562	20444.3
530.45219034190279	21061.8
530.46367079843969	21963.3
530.47515102914929	22586.2
530.48663103400827	24378.1
530.49811081299322	27542.8
530.50959036608072	28792.1
530.52106969324734	30231.0
530.53254879446968	31765.9
530.5440276697243	32515.8
530.555506318988	31971.5
530.5669847422372	32320.7
530.57846293944851	33063.1
530.58994091059867	31426.3
530.601418655664	29083.3
530.6128961746216	26786.6
530.62437346744764	23431.8
530.635850534119	21871.4
530.647327374612	20841.9
530.65880398890351	20325.5
530.67028037697014	20269.2
530.68175653878836	20125.1
530.693232474335	20097.4
530.70470818358649	20139.0
530.71618366651956	19788.4
530.72765892311077	20868.3
530.7391339533367	21459.6
530.75060875717418	20931.7
530.76208333459954	22784.5
530.77355768558982	24531.0
530.78503181012127	27632.5
530.79650570817057	28688.4
530.80797937971454	32176.7
530.81945282472986	35133.1
530.83092604319279	36031.1
530.84239903508035	34165.9
530.853871800369	34136.7
530.86534433903546	31865.7
530.87681665105629	29003.9
530.88828873640819	25334.7
530.89976059506773	23502.0
530.91123222701174	22122.8
530.92270363221655	20936.1
530.9341748106591	21250.2
530.94564576231608	21590.8
530.95711648716383	21625.1
530.96858698517917	21769.7
530.98005725633891	23220.5
530.9915273006194	26065.5
531.00299711799755	29525.9
531.01446670845	33067.8
531.02593607195308	34688.8
531.037405208484	36863.1
531.048874118019	34958.2
531.06034280053473	30508.0
531.07181125600812	27777.3
531.08327948441581	24285.8
531.09474748573416	22841.4
531.1062152599402	22680.9
531.1176828070104	22699.1
531.12915012692156	24271.8
531.14061721965027	26563.3
531.1520840851731	30421.7
531.163550723467	33334.5
531.17501713450838	32650.8
531.1864833182741	33514.2
531.19794927474061	32925.5
531.20941500388494	30085.5
531.22088050568345	28186.6
531.23234578011306	27431.0
531.24381082715036	27942.4
531.255275646772	28479.7
531.26674023895464	29134.1
531.27820460367514	27415.0
531.28966874091	25574.3
531.30113265063608	22958.3
531.31259633282991	22118.4
531.32405978746829	20769.0
531.33552301452789	20937.7
531.34698601398543	20618.1
531.35844878581759	20089.9
531.36991133000106	20594.0
531.38137364651254	20688.4
531.39283573532884	21287.8
531.40429759642655	20736.4
531.41575922978234	22319.2
531.427220635373	23561.7
531.43868181317532	26625.5
531.45014276316579	31284.9
531.46160348532123	37106.6
531.47306397961836	43617.7
531.48452424603408	47865.9
531.49598428454487	48198.0
531.50744409512731	47362.3
531.51890367775854	41713.0
531.53036303241493	34218.3
531.54182215907338	28037.8
531.55328105771059	24951.7
531.56473972830327	22756.1
531.57619817082809	20948.6
531.58765638526188	20579.0
531.59911437158121	21433.0
531.610572129763	19495.7
531.62202965978383	20361.4
531.63348696162052	20617.3
531.64494403524975	20760.7
531.65640088064833	21453.3
531.667857497793	22179.4
531.67931388666034	23971.1
531.69077004722726	26455.2
531.70222597947043	27694.7
531.71368168336664	28631.6
531.72513715889261	27904.7
531.73659240602512	26284.8
531.74804742474066	24940.2
531.75950221501637	23021.4
531.77095677682883	22746.4
531.78241111015473	23351.8
531.79386521497088	26798.3
531.805319091254	28797.9
531.816772738981	32083.5
531.82822615812836	33063.5
531.83967934867314	32434.7
531.85113231059188	31198.0
531.86258504386137	27290.9
531.87403754845832	24604.1
531.88548982435975	26797.9
531.89694187154225	28088.0
531.90839368998252	31493.6
531.91984527965747	34420.6
531.93129664054379	35575.0
531.9427477726183	35388.2
531.9541986758577	33109.0
531.96564935023878	29326.4
531.97709979573835	25947.5
531.98855001233312	22850.6
532	21332.8
532.01144975871568	21126.2
532.02289928845687	20389.4
532.03434858920048	20039.1
532.04579766092331	20948.0
532.057246503602	20833.8
532.06869511721345	20839.7
532.08014350173437	21318.1
532.09159165714175	21684.7
532.10303958341194	22969.2
532.11448728052221	26050.4
532.12593474844914	29279.3
532.13738198716942	33246.2
532.14882899666009	35727.6
532.16027577689772	37068.8
532.17172232785936	34694.0
532.18316864952158	30937.4
532.19461474186119	26771.5
532.20606060485511	23823.9
532.21750623848	22433.4
532.228951642713	20938.7
532.2403968175305	20227.9
532.25184176290963	20532.6
532.2632864788269	20768.0
532.27473096525944	20040.2
532.28617522218372	20268.2
532.29761924957688	21062.9
532.30906304741552	21112.5
532.32050661567655	22008.3
532.33194995433678	21993.6
532.343393063373	24177.7
532.354835942762	26424.7
532.36627859248074	29080.6
532.37772101250584	31614.1
532.3891632028143	33794.5
532.40060516338292	32238.7
532.41204689418839	30251.7
532.42348839520776	26713.1
532.4349296664177	25817.5
532.446370707795	25054.6
532.45781151931669	25334.5
532.46925210095935	26071.3
532.4806924527	27267.0
532.49213257451561	27746.7
532.50357246638271	25228.4
532.51501212827827	24355.3
532.52645156017923	21312.0
532.53789076206226	20677.6
532.54932973390419	20283.0
532.56076847568215	20201.1
532.57220698737274	21707.4
532.58364526895275	22552.1
532.59508332039923	23356.0
532.606521141689	24833.2
532.6179587327988	25253.7
532.62939609370551	24981.0
532.64083322438614	23435.0
532.65227012481728	22741.4
532.663706794976	21234.3
532.6751432348392	20795.8
532.68657944438348	19417.9
532.698015423586	19765.4
532.70945117242343	20067.6
532.7208866908727	19672.4
532.73232197891059	20239.7
532.74375703651413	20363.7
532.75519186366012	21787.2
532.76662646032548	22347.5
532.77806082648692	24306.3
532.78949496212135	25991.0
532.80092886720593	27851.4
532.81236254171722	30534.5
532.82379598563216	32700.1
532.83522919892766	32894.4
532.84666218158065	30988.6
532.85809493356794	28313.8
532.86952745486644	25855.6
532.88095974545308	23303.4
532.89239180530467	21836.5
532.90382363439824	19895.9
532.91525523271048	20014.9
532.92668660021843	19664.0
532.93811773689879	19954.1
532.9495486427287	19562.7
532.960979317685	19606.9
532.97240976174453	19885.5
532.98383997488406	19527.1
532.99526995708072	19333.3
533.00669970831143	19599.3
