#SPE version: 3.0
#Frame width: 600
#Frame height: 1
#Number of frames: 1
#Laser Wavelength (nm): 532
#Central Wavelength (nm): 532
#Date collected: 2017-02-21
#Time collected (hhmmss): 17:02:49
Wavelength	Frame 1	
527.13651537883743	23936
527.14805989422825	22760
527.15960419058786	22994
527.17114826789248	21972
527.18269212611847	21402
527.194235765242	23370
527.20577918523918	25369
527.21732238608615	28238
527.22886536775945	33850
527.240408130235	33764
527.2519506734892	29925
527.26349299749813	24801
527.27503510223823	22562
527.28657698768552	20714
527.29811865381635	21097
527.30966010060672	21007
527.32120132803334	21229
527.33274233607187	20450
527.344283124699	19811
527.35582369389067	20103
527.3673640436233	20647
527.378904173873	21118
527.39044408461621	21139
527.40198377582885	20490
527.41352324748743	22113
527.42506249956807	25175
527.436601532047	28886
527.44814034490059	31126
527.459678938105	31763
527.47121731163634	29492
527.48275546547109	26734
527.49429339958533	25264
527.50583111395554	22610
527.51736860855772	20332
527.52890588336822	19971
527.54044293836341	20248
527.55197977351929	19340
527.56351638881233	19436
527.57505278421877	19792
527.58658895971473	20013
527.59812491527657	20176
527.60966065088064	20639
527.62119616650307	22168
527.63273146212009	23202
527.64426653770818	24315
527.65580139324334	26109
527.667336028702	28742
527.67887044406052	27998
527.690404639295	29764
527.70193861438179	30137
527.713472369297	26730
527.72500590401717	22819
527.73653921851849	23084
527.74807231277714	25170
527.75960518676948	28645
527.77113784047174	28589
527.78267027386028	27066
527.79420248691144	25616
527.80573447960126	25786
527.81726625190618	24927
527.82879780380256	22132
527.84032913526664	21945
527.85186024627467	21562
527.86339113680287	22635
527.87492180682762	23159
527.88645225632524	24508
527.897982485272	25672
527.90951249364412	26979
527.92104228141818	27208
527.93257184857009	23444
527.94410119507643	22399
527.95563032091331	21820
527.96715922605722	21014
527.97868791048427	20206
527.99021637417093	19866
528.00174461709344	20105
528.01327263922815	20911
528.0248004405513	21762
528.03632802103925	21675
528.04785538066824	21991
528.05938251941473	22852
528.07090943725484	27225
528.082436134165	31715
528.09396261012159	34558
528.10548886510094	41348
528.11701489907921	43249
528.12854071203276	37310
528.140066303938	33862
528.15159167477123	32043
528.16311682450873	25871
528.17464175312693	23364
528.186166460602	21771
528.19769094691026	21222
528.20921521202831	21153
528.22073925593224	19982
528.23226307859841	19971
528.24378668000315	20071
528.255310060123	20367
528.266833218934	20017
528.27835615641277	20517
528.28987887253538	21350
528.30140136727834	22778
528.3129236406179	22284
528.3244456925305	24352
528.33596752299252	27360
528.34748913198007	26200
528.35901051946973	26527
528.37053168543775	27292
528.38205262986048	25924
528.3935733527145	26977
528.4050938539757	27553
528.4166141336209	29089
528.4281341916261	28163
528.43965402796789	27697
528.45117364262251	24686
528.46269303556642	22902
528.47421220677575	21730
528.48573115622719	21503
528.49724988389687	20688
528.50876838976137	21517
528.5202866737967	23070
528.53180473597956	24047
528.5433225762863	28798
528.554840194693	31258
528.56635759117626	31021
528.57787476571252	33406
528.58939171827808	31491
528.60090844884917	27540
528.61242495740237	24547
528.62394124391392	22506
528.63545730836029	21226
528.64697315071771	21372
528.65848877096278	22064
528.67000416907183	21547
528.68151934502112	21049
528.6930342987871	21324
528.70454903034624	22979
528.71606353967491	23654
528.72757782674933	26392
528.739091891546	31450
528.75060573404141	33992
528.76211935421179	32318
528.77363275203379	32052
528.78514592748343	28485
528.79665888053739	26368
528.80817161117193	25933
528.81968411936361	24503
528.83119640508869	22542
528.84270846832362	22859
528.85422030904476	20630
528.86573192722858	19604
528.87724332285154	19855
528.88875449588988	20893
528.90026544632019	20598
528.9117761741187	19839
528.92328667926188	19773
528.93479696172631	20013
528.94630702148822	20584
528.9578168585241	20144
528.96932647281039	22071
528.98083586432335	24487
528.99234503303967	25683
529.00385397893547	27451
529.01536270198744	28060
529.026871202172	32139
529.03837947946522	33308
529.049887533844	30517
529.0613953652844	27233
529.072902973763	27902
529.08441035925625	28409
529.0959175217406	26864
529.10742446119252	22943
529.11893117758825	20640
529.13043767090437	21463
529.14194394111735	19981
529.15344998820353	20324
529.1649558121394	19964
529.1764614129014	19663
529.187966790466	19711
529.19947194480949	20758
529.21097687590861	21021
529.22248158373952	22545
529.23398606827891	22945
529.245490329503	21744
529.25699436738842	21814
529.26849818191158	22848
529.28000177304875	20948
529.29150514077674	20437
529.30300828507166	20983
529.31451120591021	20305
529.32601390326874	19688
529.33751637712373	20481
529.34901862745164	21432
529.36052065422894	22669
529.37202245743208	22839
529.38352403703755	23471
529.3950253930218	22550
529.40652652536119	23418
529.41802743403241	22708
529.42952811901182	22700
529.44102858027588	23423
529.45252881780118	26019
529.46402883156406	25856
529.47552862154089	25516
529.48702818770846	26183
529.49852753004291	24416
529.510026648521	21897
529.5215255431192	20547
529.53302421381375	19386
529.54452266058138	19709
529.55602088339845	20166
529.56751888224142	20146
529.57901665708687	18952
529.59051420791127	19339
529.60201153469109	18623
529.6135086374029	20119
529.62500551602307	18640
529.63650217052816	19666
529.64799860089465	19784
529.659494807099	19466
529.67099078911781	19836
529.68248654692752	18953
529.69398208050461	19543
529.70547738982566	19310
529.71697247486713	19601
529.7284673356055	19535
529.73996197201734	19006
529.75145638407912	19475
529.76295057176731	20315
529.77444453505848	20077
529.78593827392922	20057
529.79743178835577	20897
529.808925078315	20987
529.82041814378317	21849
529.83191098473685	21050
529.84340360115266	21068
529.85489599300706	21668
529.86638816027664	20751
529.87788010293764	19217
529.889371820967	19358
529.900863314341	19849
529.91235458303618	19164
529.9238456270291	18710
529.93533644629633	18717
529.94682704081436	18743
529.95831741055963	18982
529.96980755550885	19707
529.98129747563848	18960
529.99278717092511	19263
530.0042766413452	18812
530.01576588687533	19217
530.027254907492	19696
530.03874370317169	19490
530.0502322738912	19631
530.06172061962684	19520
530.0732087403552	19064
530.08469663605285	20216
530.09618430669639	21451
530.10767175226226	22125
530.11915897272718	23147
530.13064596806748	23339
530.14213273825987	22450
530.15361928328093	22143
530.16510560310712	21985
530.17659169771514	22526
530.18807756708134	22996
530.19956321118241	23554
530.21104862999493	23599
530.2225338234955	22302
530.23401879166045	20256
530.24550353446659	20686
530.25698805189052	20294
530.26847234390857	21217
530.27995641049745	19593
530.29144025163373	18950
530.302923867294	20611
530.31440725745483	20743
530.32589042209281	21105
530.33737336118452	22370
530.34885607470642	24883
530.36033856263521	25502
530.37182082494746	23437
530.38330286161977	22876
530.39478467262859	21169
530.40626625795062	20512
530.41774761756244	19799
530.42922875144075	21198
530.440709659562	20139
530.45219034190279	20248
530.46367079843969	21797
530.47515102914929	23480
530.48663103400827	24617
530.49811081299322	25878
530.50959036608072	27104
530.52106969324734	27695
530.53254879446968	28936
530.5440276697243	29469
530.555506318988	30407
530.5669847422372	30116
530.57846293944851	30014
530.58994091059867	31806
530.601418655664	28839
530.6128961746216	24414
530.62437346744764	22363
530.635850534119	22025
530.647327374612	20825
530.65880398890351	19821
530.67028037697014	19900
530.68175653878836	20139
530.693232474335	19640
530.70470818358649	20063
530.71618366651956	20191
530.72765892311077	21220
530.7391339533367	20672
530.75060875717418	20164
530.76208333459954	22699
530.77355768558982	23565
530.78503181012127	25174
530.79650570817057	24379
530.80797937971454	27195
530.81945282472986	36109
530.83092604319279	35150
530.84239903508035	28434
530.853871800369	29198
530.86534433903546	29935
530.87681665105629	27222
530.88828873640819	24411
530.89976059506773	22611
530.91123222701174	21185
530.92270363221655	20301
530.9341748106591	20792
530.94564576231608	21849
530.95711648716383	21464
530.96858698517917	21332
530.98005725633891	22465
530.9915273006194	24525
531.00299711799755	29547
531.01446670845	34742
531.02593607195308	35368
531.037405208484	37641
531.048874118019	35020
531.06034280053473	29194
531.07181125600812	26335
531.08327948441581	24141
531.09474748573416	21946
531.1062152599402	21778
531.1176828070104	22932
531.12915012692156	24695
531.14061721965027	26454
531.1520840851731	29918
531.163550723467	32713
531.17501713450838	34481
531.1864833182741	33566
531.19794927474061	31018
531.20941500388494	28363
531.22088050568345	27733
531.23234578011306	26355
531.24381082715036	25729
531.255275646772	28072
531.26674023895464	31433
531.27820460367514	28586
531.28966874091	25075
531.30113265063608	22954
531.31259633282991	22594
531.32405978746829	20853
531.33552301452789	21105
531.34698601398543	21204
531.35844878581759	19653
531.36991133000106	19842
531.38137364651254	20371
531.39283573532884	21110
531.40429759642655	20635
531.41575922978234	21795
531.427220635373	22663
531.43868181317532	25678
531.45014276316579	30361
531.46160348532123	39083
531.47306397961836	42956
531.48452424603408	43153
531.49598428454487	43882
531.50744409512731	41338
531.51890367775854	35888
531.53036303241493	30861
531.54182215907338	27571
531.55328105771059	25602
531.56473972830327	22794
531.57619817082809	20332
531.58765638526188	21197
531.59911437158121	21362
531.610572129763	19128
531.62202965978383	19793
531.63348696162052	20130
531.64494403524975	20314
531.65640088064833	20486
531.667857497793	21979
531.67931388666034	23970
531.69077004722726	25505
531.70222597947043	26431
531.71368168336664	26456
531.72513715889261	26033
531.73659240602512	25828
531.74804742474066	23291
531.75950221501637	21876
531.77095677682883	20869
531.78241111015473	21568
531.79386521497088	25722
531.805319091254	27835
531.816772738981	31069
531.82822615812836	32898
531.83967934867314	32081
531.85113231059188	32084
531.86258504386137	27621
531.87403754845832	24085
531.88548982435975	24037
531.89694187154225	24645
531.90839368998252	28772
531.91984527965747	34319
531.93129664054379	34863
531.9427477726183	33003
531.9541986758577	28897
531.96564935023878	26320
531.97709979573835	24582
531.98855001233312	22416
532	20410
532.01144975871568	20231
532.02289928845687	20149
532.03434858920048	19422
532.04579766092331	20077
532.057246503602	20251
532.06869511721345	20066
532.08014350173437	20402
532.09159165714175	20298
532.10303958341194	20755
532.11448728052221	23030
532.12593474844914	27734
532.13738198716942	33713
532.14882899666009	33184
532.16027577689772	35275
532.17172232785936	35171
532.18316864952158	29780
532.19461474186119	24074
532.20606060485511	22184
532.21750623848	22532
532.228951642713	20824
532.2403968175305	20400
532.25184176290963	20392
532.2632864788269	20375
532.27473096525944	20199
532.28617522218372	19775
532.29761924957688	20064
532.30906304741552	20130
532.32050661567655	20726
532.33194995433678	20740
532.343393063373	22155
532.354835942762	24939
532.36627859248074	31332
532.37772101250584	34245
532.3891632028143	34114
532.40060516338292	31630
532.41204689418839	32145
532.42348839520776	28790
532.4349296664177	25413
532.446370707795	23969
532.45781151931669	24994
532.46925210095935	26244
532.4806924527	25183
532.49213257451561	25672
532.50357246638271	23459
532.51501212827827	24251
532.52645156017923	21885
532.53789076206226	20718
532.54932973390419	20950
532.56076847568215	20740
532.57220698737274	22302
532.58364526895275	22406
532.59508332039923	23584
532.606521141689	25529
532.6179587327988	26597
532.62939609370551	25407
532.64083322438614	22262
532.65227012481728	22462
532.663706794976	21117
532.6751432348392	21024
532.68657944438348	19735
532.698015423586	20222
532.70945117242343	20007
532.7208866908727	19438
532.73232197891059	19823
532.74375703651413	20077
532.75519186366012	21282
532.76662646032548	21079
532.77806082648692	23851
532.78949496212135	25748
532.80092886720593	26068
532.81236254171722	29717
532.82379598563216	32274
532.83522919892766	31136
532.84666218158065	28531
532.85809493356794	27055
532.86952745486644	23911
532.88095974545308	21407
532.89239180530467	20863
532.90382363439824	19361
532.91525523271048	19552
532.92668660021843	19172
532.93811773689879	19709
532.9495486427287	19690
532.960979317685	20085
532.97240976174453	19673
532.98383997488406	19301
532.99526995708072	19142
533.00669970831143	19258
