#SPE version: 3.0
#Frame width: 600
#Frame height: 1
#Number of frames: 1
#Laser Wavelength (nm): 532
#Central Wavelength (nm): 532
#Date collected: 2017-02-21
#Time collected (hhmmss): 17:01:19
Wavelength	Frame 1	
529.26849818191158	14467
529.28000177304875	14161
529.29150514077674	14395
529.30300828507166	13694
529.31451120591021	13717
529.32601390326874	12978
529.33751637712373	12634
529.34901862745164	13279
529.36052065422894	12430
529.37202245743208	11889
529.38352403703755	13327
529.3950253930218	13889
529.40652652536119	13680
529.41802743403241	13888
529.42952811901182	16777
529.44102858027588	16487
529.45252881780118	16158
529.46402883156406	15009
529.47552862154089	13959
529.48702818770846	13586
529.49852753004291	13680
529.510026648521	14712
529.5215255431192	13308
529.53302421381375	12310
529.54452266058138	12431
529.55602088339845	11416
529.56751888224142	11158
529.57901665708687	10476
529.59051420791127	11218
529.60201153469109	10582
529.6135086374029	10911
529.62500551602307	10462
529.63650217052816	11070
529.64799860089465	11001
529.659494807099	10368
529.67099078911781	10716
529.68248654692752	10359
529.69398208050461	10879
529.70547738982566	11268
529.71697247486713	10864
529.7284673356055	11394
529.73996197201734	10988
529.75145638407912	10973
529.76295057176731	10507
529.77444453505848	9961
529.78593827392922	10576
529.79743178835577	11121
529.808925078315	11814
529.82041814378317	11379
529.83191098473685	10774
529.84340360115266	11115
529.85489599300706	11510
529.86638816027664	10959
529.87788010293764	11583
529.889371820967	12434
529.900863314341	11097
529.91235458303618	10141
529.9238456270291	10512
529.93533644629633	10776
529.94682704081436	10950
529.95831741055963	10196
529.96980755550885	10423
529.98129747563848	10039
529.99278717092511	10199
530.0042766413452	10090
530.01576588687533	10430
530.027254907492	10783
530.03874370317169	11583
530.0502322738912	11996
530.06172061962684	11690
530.0732087403552	10999
530.08469663605285	12566
530.09618430669639	13655
530.10767175226226	12990
530.11915897272718	13609
530.13064596806748	12714
530.14213273825987	15284
530.15361928328093	16999
530.16510560310712	14839
530.17659169771514	16215
530.18807756708134	15109
530.19956321118241	14795
530.21104862999493	15151
530.2225338234955	14456
530.23401879166045	12967
530.24550353446659	13876
530.25698805189052	13693
530.26847234390857	12968
530.27995641049745	12641
530.29144025163373	12513
530.302923867294	12250
530.31440725745483	13358
530.32589042209281	14349
530.33737336118452	15073
530.34885607470642	14794
530.36033856263521	15083
530.37182082494746	13314
530.38330286161977	15250
530.39478467262859	15022
530.40626625795062	14173
530.41774761756244	14014
530.42922875144075	14132
530.440709659562	16224
530.45219034190279	18710
530.46367079843969	17831
530.47515102914929	16626
530.48663103400827	16087
530.49811081299322	18658
530.50959036608072	21135
530.52106969324734	20851
530.53254879446968	21189
530.5440276697243	22300
530.555506318988	22925
530.5669847422372	22887
530.57846293944851	21272
530.58994091059867	23854
530.601418655664	24454
530.6128961746216	22314
530.62437346744764	21311
530.635850534119	20792
530.647327374612	19742
530.65880398890351	17999
530.67028037697014	20185
530.68175653878836	19031
530.693232474335	17925
530.70470818358649	16698
530.71618366651956	16394
530.72765892311077	14507
530.7391339533367	13439
530.75060875717418	13501
530.76208333459954	16009
530.77355768558982	19581
530.78503181012127	20836
530.79650570817057	20993
530.80797937971454	22448
530.81945282472986	21827
530.83092604319279	22551
530.84239903508035	21004
530.853871800369	20102
530.86534433903546	20505
530.87681665105629	21737
530.88828873640819	23921
530.89976059506773	23063
530.91123222701174	22068
530.92270363221655	18588
530.9341748106591	19070
530.94564576231608	20697
530.95711648716383	17238
530.96858698517917	18671
530.98005725633891	17582
530.9915273006194	15692
531.00299711799755	17869
531.01446670845	19198
531.02593607195308	20975
531.037405208484	23637
531.048874118019	23066
531.06034280053473	23349
531.07181125600812	23334
531.08327948441581	21993
531.09474748573416	22952
531.1062152599402	21653
531.1176828070104	22730
531.12915012692156	23541
531.14061721965027	22681
531.1520840851731	22920
531.163550723467	22498
531.17501713450838	22032
531.1864833182741	22762
531.19794927474061	22018
531.20941500388494	25037
531.22088050568345	26577
531.23234578011306	25647
531.24381082715036	23736
531.255275646772	21851
531.26674023895464	21907
531.27820460367514	21589
531.28966874091	20933
531.30113265063608	17536
531.31259633282991	16585
531.32405978746829	16846
531.33552301452789	16544
531.34698601398543	16773
531.35844878581759	16152
531.36991133000106	14664
531.38137364651254	14888
531.39283573532884	16234
531.40429759642655	16482
531.41575922978234	18482
531.427220635373	20989
531.43868181317532	26719
531.45014276316579	30309
531.46160348532123	33729
531.47306397961836	30373
531.48452424603408	32247
531.49598428454487	31054
531.50744409512731	30001
531.51890367775854	27294
531.53036303241493	26466
531.54182215907338	26739
531.55328105771059	28549
531.56473972830327	27049
531.57619817082809	23378
531.58765638526188	21393
531.59911437158121	20532
531.610572129763	17711
531.62202965978383	16115
531.63348696162052	15473
531.64494403524975	16541
531.65640088064833	17709
531.667857497793	15348
531.67931388666034	14903
531.69077004722726	15866
531.70222597947043	16262
531.71368168336664	16971
531.72513715889261	17592
531.73659240602512	17222
531.74804742474066	18681
531.75950221501637	22379
531.77095677682883	23177
531.78241111015473	20899
531.79386521497088	24061
531.805319091254	25787
531.816772738981	23560
531.82822615812836	22363
531.83967934867314	21746
531.85113231059188	24095
531.86258504386137	24560
531.87403754845832	22661
531.88548982435975	22707
531.89694187154225	23690
531.90839368998252	26969
531.91984527965747	24395
531.93129664054379	23780
531.9427477726183	24606
531.9541986758577	22487
531.96564935023878	22332
531.97709979573835	21524
531.98855001233312	20468
532	22488
532.01144975871568	21618
532.02289928845687	20751
532.03434858920048	19384
532.04579766092331	18148
532.057246503602	16544
532.06869511721345	14928
532.08014350173437	15340
532.09159165714175	15622
532.10303958341194	16893
532.11448728052221	19536
532.12593474844914	20450
532.13738198716942	21998
532.14882899666009	21693
532.16027577689772	20979
532.17172232785936	23725
532.18316864952158	23858
532.19461474186119	20273
532.20606060485511	17572
532.21750623848	17735
532.228951642713	17263
532.2403968175305	17035
532.25184176290963	17883
532.2632864788269	17617
532.27473096525944	15975
532.28617522218372	14391
532.29761924957688	15519
532.30906304741552	15470
532.32050661567655	16518
532.33194995433678	18120
532.343393063373	19293
532.354835942762	18439
532.36627859248074	17982
532.37772101250584	20400
532.3891632028143	22864
532.40060516338292	23292
532.41204689418839	21888
532.42348839520776	22853
532.4349296664177	26454
532.446370707795	23649
532.45781151931669	21622
532.46925210095935	20537
532.4806924527	18767
532.49213257451561	18302
532.50357246638271	18074
532.51501212827827	18799
532.52645156017923	17840
532.53789076206226	19181
532.54932973390419	16426
532.56076847568215	15974
532.57220698737274	14204
532.58364526895275	14351
532.59508332039923	13717
532.606521141689	13865
532.6179587327988	14464
532.62939609370551	13585
532.64083322438614	13758
532.65227012481728	14377
532.663706794976	13925
532.6751432348392	14055
532.68657944438348	12522
532.698015423586	13179
532.70945117242343	12959
532.7208866908727	12580
532.73232197891059	14390
532.74375703651413	15447
532.75519186366012	15366
532.76662646032548	17245
532.77806082648692	18917
532.78949496212135	18814
532.80092886720593	17803
532.81236254171722	18143
532.82379598563216	17894
532.83522919892766	18977
532.84666218158065	18709
532.85809493356794	18427
532.86952745486644	18450
532.88095974545308	19422
532.89239180530467	19074
532.90382363439824	16516
532.91525523271048	16247
532.92668660021843	15102
532.93811773689879	13480
532.9495486427287	12177
532.960979317685	11745
532.97240976174453	11551
532.98383997488406	11759
532.99526995708072	11295
533.00669970831143	11555
